activity_id,prompt_id,conjunction,rule_id,label,sample_entry,feedback_primary,feedback_secondary,highlights_secondary
470,758,but,5080,Label_1,Japan wasn't willing to help.,<p>That&#x27;s true! Now be more specific. Why didn&#x27;t Japan help Korea with this problem?</p>,<p>Keep revising! Try to be even more specific. What benefit did Japan get from the pirates? Read the highlighted text for ideas.</p>,"<p>Moreover, Korea had few allies who were willing to help. When officials asked Japan&#x27;s leaders for support, they refused. Japanese warlords called shoguns saw the benefits of working with the Wokou. Rather than fight these pirates, some shoguns hired them to protect their ships. In exchange, the Japanese government allowed the Wokou to continue their piracy. Korea&#x27;s leaders were left to face the Wokou without Japan&#x27;s military aid.</p>"
470,758,but,5081,Label_3,they had to deal with mongols.,<p>It&#x27;s true that the Mongols threatened Korea on land. Now add more information. How did this conflict affect Korea&#x27;s ability to fight the Wokou?</p>,<p>Keep revising! Add another detail. Why did the Mongol invasion make it difficult for Korea to stop the pirates? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5082,Label_4,they defeated the Wokou.,<p>It&#x27;s true that defeating the Wokou was challenging. Now be more specific. What made it difficult for Korea to defeat the pirates?</p>,<p>Keep revising! Try to be even more specific. Why couldn&#x27;t Korea stop the Wokou attacks? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5083,Label_5,the pirates were attacking people and ships,<p>It&#x27;s true that the pirates were strong. Now be more specific. Why wasn&#x27;t Korea prepared to face this threat?</p>,<p>Keep revising! Try to be even more specific. What made it difficult for Korea to face this threat? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5084,Label_6,they were attacking Korea's coastal communities through raids.,<p>Try clearing your response and starting again. <br/><br/>That&#x27;s a reason <strong>why</strong> Korean leaders wanted to get rid of the pirates. Write about what made it difficult to defeat the Wokou instead. Why wasn&#x27;t Korea prepared to face this threat?</p>,<p>Try clearing your response and starting again. </p><br/><p>Write about a problem Korean leaders faced. Why couldn&#x27;t they stop the Wokou attacks? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5085,Label_7,they lacked the manpower to do so.,<p>That&#x27;s true! Now be more specific. What kind of resources did Korea need to fight the Wokou?</p>,<p>Keep revising! Try to be even more specific. What type of resources did Korea need to fight the Wokou? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5086,Label_8,Wokou were hurting Korea's economy and trade.,"<p>That&#x27;s a reason why the pirates were able to seize power to begin with. Try clearing your response and starting again. <br/><br/>This time, write about a challenge the government faced when they later tried to stop the pirates.</p>",<p>Clear your response and start again. <br/><br/>Write about a specific problem that Korea&#x27;s unstable government faced. Why couldn&#x27;t they do much to stop the Wokou attacks? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5087,Label_10,Korea strengthened its military with new weapons.,<p>That&#x27;s something Korea did in response to the Wokou&#x27;s threat. Write about a challenge that made it hard for leaders to fight the pirates instead.</p>,<p>Clear your response and start again.<br/><br/>Write about a problem Korean leaders faced. Why couldn&#x27;t they stop the Wokou attacks? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5088,Label_11,,"<p>Try clearing your response and starting again. <br/><br/>Instead of writing about the Wokou&#x27;s motives, focus on what made it hard for Korea to defeat these pirates. Why was it difficult for Korea to fight against the Wokou?</p>",<p>Clear your response and start again.<br/><br/>Write about a problem Korean leaders faced. Why couldn&#x27;t they stop the Wokou attacks? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5089,Label_13,the Wokou there were other threats.,<p>It&#x27;s true that there was another threat other than the Wokou. Now be more specific. What other threat were Korean leaders dealing with?</p>,<p>Keep revising! Try to be even more specific. Which other group threatened Korea and made it hard to defeat the Wokou? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5090,Label_14,Japan used the pirates.,<p>It&#x27;s true that Japan used the Wokou. Now be more specific. What did the pirates do that helped Japan?</p>,<p>Almost there! Try to be even more specific. What was one way that Japan benefited from piracy? Read the highlighted text for ideas.</p>,"<p>Moreover, Korea had few allies who were willing to help. When officials asked Japan&#x27;s leaders for support, they refused. Japanese warlords called shoguns saw the benefits of working with the Wokou. Rather than fight these pirates, some shoguns hired them to protect their ships. In exchange, the Japanese government allowed the Wokou to continue their piracy. Korea&#x27;s leaders were left to face the Wokou without Japan&#x27;s military aid.</p>"
470,758,but,5091,Label_18,Korea wanted to integrate them into their society.,<p>That&#x27;s something Korea did in response to the Wokou&#x27;s threat. Write about a challenge that made it hard for leaders to fight the pirates instead.</p>,<p>Clear your response and start again.<br/><br/>Write about a problem Korean leaders faced. Why couldn&#x27;t they stop the Wokou attacks? Read the highlighted text for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,758,but,5092,Label_0,they wanted to eat lunch.,<p>Try clearing your response and starting again.<br/><br/>What made it difficult for Korea to fight against the Wokou? Check that your responses only uses information from the text.</p>,<p>Try clearing your response and starting again.<br/><br/>What is one challenge that Korean leaders faced when trying to fight the pirates? Read the highlighted response for ideas.</p>,"<p>There was little that the Korean government could do to stop the Wokou&#x27;s attacks. Despite efforts to organize its troops, Korea didn&#x27;t have the manpower to defeat the pirates. Its military was already battling another threat: the Mongols. In 1231, as their conquest of central Asia was underway, Mongol leaders had set their sights on adding Korea to their empire. Most Korean troops were sent to the northern border to defend against this invasion. The Mongols succeeded in conquering Korea in 1258 and maintained their hold for 80 years. As a result, Korea didn&#x27;t have enough military resources to fight the Wokou along the coast, making it easy for the pirates to continue their attacks.</p>"
470,757,because,5064,Label_1,"Once a week, Wokou raided on Korean seaside villages.",<p>You have the right idea! Now be more specific. How did the Wokou threaten Korea&#x27;s coastal communities?</p>,<p>Keep revising! Try to be even more specific. What is one way the Wokou harmed coastal communities? Read the highlighted text for ideas.</p>,"<p>These attacks harmed Korea&#x27;s coastal communities as well. At their peak, the Wokou conducted raids on Korean seaside villages as often as once a week. They torched homes and government buildings, reducing them to smoldering ruins. Rice and grain stores were looted; many residents were either enslaved or killed. Some people even moved to new towns far inland, hoping to escape the violence and destruction.</p>"
470,757,because,5065,Label_2,it made trade hard,<p>You have the right idea! Now be more specific. How did the Wokou dirsupt trade?</p>,<p>Keep revising! Try to be even more specific. What is one thing the Wokou did that hurt Korea&#x27;s economy? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5066,Label_3,they were losing trading partners.,<p>That&#x27;s true! Now add more information. Why did Korea lose these trading partners?</p>,<p>Keep revising! Add more information. What is one reason why other nations stopped trading with Korea? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5067,Label_4,the Wokou were attacking them.,<p>It&#x27;s true that there were pirate attacks. Now add more information. What was the impact of these attacks?</p>,<p>Keep revising! Add more information. What is one way the Wokou&#x27;s attacks affected Korea&#x27;s trade? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5068,Label_5,the wokou were dangerous.,<p>It&#x27;s true that the Wokou were dangerous. Now be more specific. What did the Wokou do that threatened Korea?</p>,<p>Keep revising! Try to be even more specific. How did the pirates harm Korean trade? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5069,Label_6,trade was an important part of Korea's economy and Wokou disrupted it.,<p>It&#x27;s true that trade was important to the Korean economy. Now add more information. How did Wokou pirates impact trade?</p>,<p>Keep revising! Add more information. What did the pirates do that harmed Korean trade? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5070,Label_8,Korea was unstable and couldn't fight the Wokou.,<p>It&#x27;s true that Korea&#x27;s government was unstable. Now add more information. How did the Wokou take advantage of Korea&#x27;s unstable government?</p>,<p>Keep revising! Korea&#x27;s unstable government made it difficult to stop the Wokou. What did these pirates do as a result? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5071,Label_9,they wanted to help their economy.,"<p>Try clearing your response and starting again. <br/><br/>Korea&#x27;s leaders did want to help the economy, but they needed to solve a problem to do that. How did the pirates harm Korea&#x27;s economy?</p>",<p>Try clearing your response and starting again. <br/><br/>Write about the problem that Korean leaders wanted to solve. What is one way the Wokou harmed Korean trade?</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5072,Label_10,Korea wanted to protect its ships.,<p>It&#x27;s true that Korean leaders wanted to protect the nation from the pirates. Now be more specific. What did the Wokou do that threatened Korea?</p>,<p>Keep revising! Try to be even more specific. How did the pirates harm Korean people and trade? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5073,Label_11,the Japanese hired the pirates to protect their merchant ships.,"<p>Try clearing your response and starting again. <br/><br/>Instead of writing about what made it hard for Korean leaders to get rid of the Wokou, focus on <strong>why</strong> they wanted to stop the pirates. Why were the Wokou a threat to Korea?</p>",<p>Try clearing your response and starting again.<br/><br/>Write about a <strong>reason</strong> that Korean leaders wanted to stop piracy. What is one way the Wokou harmed Korea? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5074,Label_12,they used peaceful negotiation,"<p>Try clearing your response and starting again. <br/><br/>Instead of writing about how Korean leaders responded to the Wokou, focus on why they wanted to stop these pirates. Why were the Wokou a threat to Korea?</p>",<p>Clear your response and start again.<br/><br/>Write about a <strong>reason</strong> that Korean leaders wanted to stop piracy. What is one way that the Wokou harmed Korea? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
470,757,because,5075,Label_0,when things happen toast and fruit help for lunch.,<p>Try clearing your response and starting again.<br/><br/>Why were the Wokou a threat to Korea? Check that your response only uses information from the text.</p>,<p>Clearing your response and start again.<br/><br/>What is one way that the Wokou harmed Korea? Read the highlighted text for ideas.</p>,"<p>Nevertheless, Korean leaders knew they needed to act. One reason? The Wokou were a significant threat to the country&#x27;s profitable maritime trade. They often trapped merchant ships, stole cargo, and captured or killed crew members. Nations like Siam (now known as Thailand) and Java, once eager to partner with Korea, stopped participating in these exchanges to avoid the pirates&#x27; attacks. Losing these valuable trade alliances devastated the Korean economy.</p>"
468,753,so,4901,Label_1,they advantage for change and eventually the government did..,<p>That&#x27;s true! Now be more specific. What did Black students do to challenge the segregated school system in South Africa?</p>,<p>Keep revising! Try to be even more specific. What did Black South African students do to show that they opposed segregated schools?  Read the highlighted text for ideas.</p>,"<p>Despite these challenges, resistance movements grew. Black teachers and students formed &quot;cultural clubs&quot; to serve as unofficial schools. Here, students learned in languages they knew and studied subjects like African literature and history. Some also organized strikes: students and teachers would abandon the day&#x27;s lesson to protest or study culturally-relevant topics instead. And, in 1976, Black students in Soweto planned a march to demand change.</p>"
468,753,so,4902,Label_2,they started protesting for their rights.,<p>That&#x27;s true! Now be more specific. What was the purpose of these protests?</p>,<p>Keep revising! Try to be even more specific. What is the name of the town where students protested? Read the highlighted text for ideas.</p>,"<p>Some also organized strikes: students and teachers would abandon the day&#x27;s lesson to protest or study culturally-relevant topics instead. And, in 1976, Black students in Soweto planned a march to demand change.</p>"
468,753,so,4903,Label_3,they can learn  more things.,<p>That&#x27;s true! Now add more information. What did Black South African students do in their cultural clubs?</p>,<p>Keep revising! Add another detail. What did Black students study in the cultural clubs? Read the highlighted text for ideas.</p>,"<p>Black teachers and students formed &quot;cultural clubs&quot; to serve as unofficial schools. Here, students learned in languages they knew and studied subjects like African literature and history. Some also organized strikes: students and teachers would abandon the day&#x27;s lesson to protest or study culturally-relevant topics instead.</p>"
468,753,so,4904,Label_4,,<p>That&#x27;s true! Now add more information. What did Black South African students use these unofficial schools to do?</p>,<p>Keep revising! Add another detail. What did Black students study in these unofficial schools? Read the highlighted text for ideas.</p>,"<p>Black teachers and students formed &quot;cultural clubs&quot; to serve as unofficial schools. Here, students learned in languages they knew and studied subjects like African literature and history. Some also organized strikes: students and teachers would abandon the day&#x27;s lesson to protest or study culturally-relevant topics instead.</p>"
